timestamp,hour,dow,month,sessions_mean,value_mean,revenue_mean,noise_sigma,revenue
2023-01-01 00:00:00,0,6,1,1963.1133175835869,2.4073513175876657,4725.903431658741,0.06465351480728249,4809.868461565075
2023-01-01 01:00:00,1,6,1,1657.7546890312005,2.4073513175876657,3990.7979348763915,0.06903343139714993,3705.487080423284
2023-01-01 02:00:00,2,6,1,1483.26721772689,2.4073513175876657,3570.7452909294198,0.07212325963010481,3759.5468935829404
2023-01-01 03:00:00,3,6,1,1439.6543507038714,2.4073513175876657,3465.75379803778,0.07298204969248538,3702.1410201733156
2023-01-01 04:00:00,4,6,1,1570.5458074860576,2.4073513175876657,3780.855518983345,0.07051334244880755,3286.7204163696883
2023-01-01 05:00:00,5,6,1,1963.199495179368,2.4073513175876657,4726.110891407491,0.06465242498745055,4335.442198863593
2023-01-01 06:00:00,6,6,1,2704.8763851434255,2.4073513175876657,6511.5877296867875,0.05730083786565502,6548.702815359186
2023-01-01 07:00:00,7,6,1,3708.330827078642,2.4073513175876657,8927.255102618727,0.05112712860741517,8772.601520402834
2023-01-01 08:00:00,8,6,1,4580.919474956289,2.4073513175876657,11027.882533799022,0.04750471421237143,11006.657955188137
2023-01-01 09:00:00,9,6,1,4886.357006171921,2.4073513175876657,11763.177977011695,0.04647241604819522,11293.770461007693
2023-01-01 10:00:00,10,6,1,4799.142764920071,2.4073513175876657,11553.222658421648,0.046757100692545635,12025.019078035282
2023-01-01 11:00:00,11,6,1,4711.926991891107,2.4073513175876657,11343.263652305943,0.047049658362104035,11753.041599019336
2023-01-01 12:00:00,12,6,1,4886.485707087394,2.4073513175876657,11763.487805330135,0.04647200158311013,11786.90578165449
2023-01-01 13:00:00,13,6,1,5017.417767292606,2.4073513175876657,12078.68727297962,0.046058648172346436,12708.880788459397
2023-01-01 14:00:00,14,6,1,4799.311304052712,2.4073513175876657,11553.628391324675,0.046756543074914954,11796.059884373499
2023-01-01 15:00:00,15,6,1,4581.201010680655,2.4073513175876657,11028.56028919602,0.047503715415457656,10575.504300896322
2023-01-01 16:00:00,16,6,1,4712.133838096072,2.4073513175876657,11343.761603790004,0.04704895492039553,11529.517560820848
2023-01-01 17:00:00,17,6,1,5235.750231585198,2.4073513175876657,12604.290218566552,0.045404174786030746,12054.875775736387
2023-01-01 18:00:00,18,6,1,6108.428898859905,2.4073513175876657,14705.134358060966,0.04314867256808815,15259.004217545915
2023-01-01 19:00:00,19,6,1,6762.962798865905,2.4073513175876657,16280.827404646205,0.04175187223293547,16232.770558902197
2023-01-01 20:00:00,20,6,1,6981.184180144868,2.4073513175876657,16806.162934393917,0.04133044099161335,16664.006846061275
2023-01-01 21:00:00,21,6,1,6326.753708706322,2.4073513175876657,15230.718876706815,0.042658728842774024,14781.21170318364
2023-01-01 22:00:00,22,6,1,4581.482563707739,2.4073513175876657,11029.238086246743,0.047502716649234666,11675.533928484767
